RCR;ARK;geo;Services proposés;catalogue_url_ligne;nomrue;commune;codepostal;nometabaff;nometablissement;nomtutelle;Type d'établissement;Code type d'établissement;Heures d'ouverture;Fermeture annuelle;notecondaccess;noteaccessetab;Conditions d'accès;Code Conditions d'accès;Télécopie;Site web;Téléphone;Description des collections;Volumétrie
751052211;/06871/0028514;48.8483214, 2.3428403;consultation sur place,catalogue en ligne;;1, rue Victor Cousin;Paris;75005;Université de Paris-Sorbonne Paris 4;Université de Paris-Sorbonne;UNIVERSITE DE PARIS-SORBONNE;Bibliothèque ou institut universitaire;2;Lundi au vendredi : 9h15-17h d'octobre à juin. Fermeture pendant les congés universitaire de décembre et printemps et du 14 juillet au 1er septembre;Juillet, août et Noël;Etudiants en études latines à L'Université de Paris-Sorbonne Paris4;;Accès réservé;R;;http://www.paris-sorbonne.fr/les-bibliotheques/connaitre-vos-bibliotheques/bibliotheques-de-composantes/langues-et-civilisations/latin-bibliotheque-d-etudes/;01.40.46.26.40;Langue et littérature latines -;"Monographies (25000); Périodiques (16)"
751052253;/06871/00213102;48.8483214, 2.3428403;consultation sur place,prêt à domicile,renseignements bibliographiques;;1, rue Victor Cousin;Paris;75230;;Université de Paris-Sorbonne Paris 4;UNIVERSITE DE PARIS-SORBONNE-PARIS 4;Bibliothèque ou institut universitaire;2;Heures d'ouverture :  lundi - vendredi : 9h-13h30. Lundi, mercredi, jeudi, vendredi de 14h30 à 17h pour les prêts et les formations individuelles sur rendez-vous;Noël, Pâques et août;étudiants à partir du L3 + chercheurs. Les étudiants de L1 et L2 peuvent être admis à titre dérogatoire s’ils ont besoin d’un ouvrage se trouvant spécifiquement dans la Bibliothèque. Un justificatif de scolarité ou de profession sera demandé afin d’établir une carte d’accès à la bibliothèque.;;Accès réservé;R;;http://documentation.sorbonne-universites.fr/bibliotheques/paris-sorbonne/bibliotheque-de-philosophie.html?tx_entitydirectory_pi1[entity]=37&tx_entitydirectory_pi1[controller]=Entity&cHash=81d163c08d949b217bb78e74f4a457e1;01 40 46 48 69;;
914712310;/06871/00210516;48.6982686, 2.1664501;prêt entre bibliothèques,réservation de documents,autre service;;Centre scientifique d'Orsay;Orsay;91405;Université Paris 11. Laboratoire de chimie physique;Laboratoire de chimie physique. Bibliothèque;"[""UNIVERSITE DE PARIS-SUD"", ""CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE (FRANCE)""]";Autres;12;Lundi-Vendredi : 9h-18h;Mois d'aout. Semaine de Noêl;Tous publics,;;Tous publics;T;;;01.69.15.73.98;;
751052115;;48.8472659, 2.3465396;prêt à domicile,reproduction,prêt entre bibliothèques,réservation de documents,renseignements bibliographiques,catalogue en ligne,accès bases de données externes;http://www.bsg.univ-paris3.fr/iguana/www.main.cls?sUrl=search&searchProfile=recherche;6 rue Valette;Paris;75005;;Bibliothèque nordique;BIBLIOTHEQUE INTERUNIVERSITAIRE SAINTE-GENEVIEVE (PARIS);Bibliothèque ou institut universitaire;2;Du lundi au samedi : de 14h à 18h.;"Le dimanche ; les jours fériés ; du lundi 1er juillet 2019 au samedi 31 août 2019 inclus ; du 21 décembre 2019 à 18h  au 2 janvier 2020 à 14h.";;;Tous publics;T;01.44.41.97.51;http://www.bsg.univ-paris3.fr;01.44.41.97.50;"Langues et littératures danoise, finnoise, islandaise, norvégienne, suédoise.
La bibliothèque comprend notamment 1500 ouvrages pour enfants, ainsi que des traductions en français.";
751052215;/06871/0028518;48.8397733, 2.3476575;réservation de documents,autre service;;16, rue Claude-Bernard;Paris;75231;;Centre de documentation en psychologie sociale;CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE (FRANCE);Bibliothèque ou institut universitaire;2;néant;néant;"Unité dissoute, collections réparties entre l'université René-Descartes (Paris 5), l'Ecole Normale Supérieure et la Bibliothèque nationale de France, à l'exception des ""Recherches de psychologie sociale"" (ISSN 0247-2139) qui peuvent être consultées sur demande auprès de Mme Sylvie Rouleau, tél. 06.12.48.66.42";;Accès réservé;R;;;06.12.48.66.42;;
751162305;/06871/0028985;48.8646627, 2.2920856;consultation sur place,prêt à domicile,reproduction,prêt entre bibliothèques,réservation de documents,renseignements bibliographiques,catalogue en ligne,accès bases de données externes;;22, Avenue du Président Wilson;Paris;75116;EFEO Bibliothèque;Ecole française d'Extrême-Orient. Bibliothèque;FRANCE (MINISTERE DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE);Autres;12;Du lundi au vendredi de 9h à 18h;Entre Noël et le jour de l'An;"Tous publics ; inscription obligatoire et gratuite sur présentation d'une pièce d'identité";;Tous publics;T;01 53 70 87 60;http://www.efeo.fr;01 53 70 18 46;Collections transversales et fonds spécialisés : fonds Asie du Sud-Est, fonds khmer, fonds vietnamien, monde insulindien, fonds thaï, fonds birman, fonds Asie du Sud, fonds Chine-Japon.;"Monographies (83 000); Périodiques (700)

La bibliothèque possède plusieurs milliers d'estampages et de clichés photographiques."
781586201;/06871/0026912;48.8209044, 2.1219033;consultation sur place,libre-accès,prêt à domicile,reproduction,prêt entre bibliothèques,renseignements bibliographiques,catalogue en ligne,accès bases de données externes,accès internet,déchargement de documents numérisés,ateliers enfants/adultes;http://www.labibliothequeduchesnay.fr/ClientBookline/toolkit/p_requests/formulaire.asp?GRILLE=VCHN0RM&INSTANCE=exploitation&OUTPUT=PORTAL&SYNCMENU=RECH_TOUS_DOC;37 rue Caruel de Saint-Martin;Le Chesnay;78150;;Bibliothèque municipale;;Bibliothèque médiathèque municipale ou intercommunale;1;"Mardi 10h-21h
Mercredi, vendredi et samedi 10h-18h
Jeudi 14h-18h";;;;Tous publics;T;;http://www.labibliothequeduchesnay.fr;01.39.23.23.87;Collection encyclopédique et multimédia de lecture publique;"60 000 ouvrages et plus de 120 périodiques

Ressources numériques : cours de langues et usuels en ligne, bases de données et sites payants, Médiathèque numérique (1200 films et documentaires)"
940386201;/06871/0027190;48.7783104, 2.3453448;consultation sur place,prêt à domicile,reproduction,prêt entre bibliothèques,réservation de documents,renseignements bibliographiques,élaboration de bibliographies,catalogue en ligne,autre service;http://bibliotheque.lhaylesroses.fr;21 Rue Henri Thirard;L'Haÿ-les-Roses;94240;Bibliothèque-discothèque municipale de l'Haÿ les Roses;Bibliothèque municipale George Sand;;Bibliothèque médiathèque municipale ou intercommunale;1;"Toute l'année : 
lundi, mardi : 15h-19h ; mercredi, jeudi, samedi : 10h-18h ; dimanche : 10h-12h.
Du 1er juillet au 31 août : 
lundi, mardi  : 16h-19h ;
mercredi : 16h-18h ; jeudi :  10h-12h et 16h-18h ; samedi : 10h-12h et 14h-17h";"Samedis de Pâques et de Pentecôte.

Fermetures hebdomadaires : 
Vendredi tout au long de l'année, sauf du 1er juillet au 31 août, où la bibliothèque est fermée les vendredis et dimanches.";;Etablissement accessible aux handicapés;Tous publics;T;01.45.47.62.37;http://bibliotheque.lhaylesroses.fr;01.46.64.52.55;"Collection encyclopédique de lecture publique

Fonds thématique départemental sur l'Environnement";Les collections de la bibliothèque sont composées de documents imprimés  : plus de 100 000 livres (fictions et documentaires),  260 titres de périodiques (quotidiens et revues) ,  près de 8 000 CD audio,  140 DVD, 185 cédéroms, etc.
751015208;;48.844462, 2.276636;consultation sur place,reproduction,prêt entre bibliothèques,renseignements bibliographiques,autre service;;35, rue de la gare;Paris;75019;Bibliothèque de la Chancellerie (Paris);Bibliothèque de la Chancellerie - Bibliothèque du Ministère de la Justice;FRANCE (MINISTERE DE LA JUSTICE, SECRETARIAT GENERAL, SERVICE DE L'EXPERTISE ET DE  LA MODERNISATION. DEPARTEMENT DES ARCHIVES, DE LA DOCUMENTATION ET DU PATRIMOINE);Administration nationale ou territoriale;9;"Lundi : 13-17h ; mardi-vendredi : 10h-17h";Ouverture partielle du 1er juillet au 31 août : 13h-15h, et vacances de Noël : 13h-17h;Réservé au personnel de l'Administration centrale du Ministère de la Justice. Accessible par dérogation aux chercheurs, universitaires, étudiants sur critères de recherche;;Accès réservé;R;01.70.22.89.90;;01.70.22.73.20;Le bureau de la documentation communique les circulaires publiées par le ministère. Celles-ci sont disponibles sur Internet (http://www.justice.gouv.fr) depuis 1999;
751196201;/06871/00210791;48.8927794, 2.3790148;consultation sur place,prêt à domicile,catalogue en ligne;http://b14-sigbermes.apps.paris.fr/medias/medias.aspx?INSTANCE=EXPLOITATION;141 Avenue de Flandre;Paris;75019;;Bibliothèque Benjamin Rabier;VILLE DE PARIS;Bibliothèque médiathèque municipale ou intercommunale;1;mar. 16h-18h30, mer. 10h-12h 30 et 13h30-18h, jeu. 16h-18h30, ven. 13h30-18h30, sam. 10h-12h30 et 13h30-18h;Fermeture dimanche et lundi;;Accès handicapés partiel;Tous publics;T;01.42.09.23.02;http://bibliotheque.equipement.paris.fr/Biblioth%C3%A8que_Benjamin_Rabier;01.42.09.31.24;La bibliothèque comprend plus spécifiquement 3810 bandes dessinées, 970 ouvrages en langue étrangère, 70 méthodes de langue -;"Volumétrie globale : 31310 volumes
Monographies (28900); Périodiques (85); Cassette audio (1330); Cassette audio (800)"
751055301;/06871/0029945;48.837641, 2.34952;prêt à domicile,réservation de documents,renseignements bibliographiques,élaboration de bibliographies;;11, rue de Valence;Paris;75005;;Association de la bibliothèque Tourgueniev;;Bibliothèque associative;5;Mardi, Jeudi, Samedi: 15h-19h;;;;Tous publics;T;;;01.45.35.58.51;;
751055302;/06871/00212401;48.8424927, 2.3556065;;;38 rue Geoffroy Saint-Hilaire;Paris;75005;;Fondation Teilhard de Chardin;;Bibliothèque ou centre de documentation spécialisé;3;"lundi, mardi, mercredi, jeudi, vendredi : 10h-13h et 14h30-17h30
samedi matin sur rendez-vous";;;;Tous publics;T;01.43.31.01.15;;01.43.31.18.55;;
940525101;/06871/00212649;48.8406473, 2.4845951;consultation sur place;;36, boulevard Gallieni;Nogent sur Marne;94130;;Musée municipal;;Musée;8;"Horaires du musée : 
Mardi, mercredi, jeudi, de 14 h à 18 h
Samedi de 10 h à 12 h et de 14 h à 18 h,
Dimanche de 14 h à 18 h (sauf jours fériés)
Une salle de lecture permet au public de consulter les collections d'ouvrages, de photographies, de cartes postales, d'estampes et de documents (sauf dimanche).";;;;;;01.48.73.18.17;http://www.musee-nogentsurmarne.fr/;01.48.75.51.25;"Collections du musée : 
Évocation de l'histoire de Nogent et des villages des boucles de la Marne, de leurs paysages et de leurs ouvrages d'art.
Histoire du canotage, des guinguettes et des loisirs à la Belle époque.";
914712103;;48.702701, 2.177748;consultation sur place,prêt à domicile,reproduction,prêt entre bibliothèques,réservation de documents,renseignements bibliographiques,accès bases de données externes;;;Orsay;91405;"[""Université de Paris XI"", ""Paris 11. Bibliothèque des STAPS d'Orsay""]";Université de Paris-Sud. Bibliothèque des STAPS;UNIVERSITE DE PARIS-SUD;Bibliothèque ou institut universitaire;2;Lundi-Jeudi 8h30-20h Vendredi 8h30-19h Samedi 10h00-17h (Horaires restreints durant les vacances universitaires);10 jours à noël et 3 semaines en août;Tous publics,;;Tous publics;T;01.69.15.62.43;http://www.u-psud.fr/fr/index.html;01.69.15.61.78;;
920442301;/06871/00213295;48.8921581, 2.2356366;consultation sur place,prêt à domicile,prêt entre bibliothèques,renseignements bibliographiques,élaboration de bibliographies,catalogue en ligne;;1, parvis de la Défense;Paris la Défense;92044;IESEG School of Management - Paris la Défense;Institut d'Economie Scientifique et de Gestion;FEDERATION UNIVERSITAIRE ET POLYTECHNIQUE DE LILLE;Bibliothèque ou institut universitaire;2;Lundi au vendredi : 14h -18h;Vacances scolaires d'hiver, printemps et été;"Consultation sur place pour tous; prêt réservé aux élèves et enseignants de l'IESEG";;Accès réservé;R;01.47.75.93.75;http://lol.univ-catholille.fr/;01.55.91.10.10 standard;;
940336201;/06871/0027098;48.8510439, 2.4760054;consultation sur place,prêt à domicile,prêt entre bibliothèques,réservation de documents,catalogue en ligne,accès bases de données externes;http://www.fontenay-sous-bois.fr/Catalogue/;2 Avenue Rabelais;Fontenay sous Bois;94120;;Médiathèque municipale Louis Aragon, Fontenay-sous-Bois, Val-de-Marne;;Bibliothèque médiathèque municipale ou intercommunale;1;"Lundi : 14h-18h
Mardi : 16h-19h30
Mercredi, samedi : 10h30-12h30 et 14h-18h
Vendredi : 12h-18h";;;En juillet et août ouverture les mercredis et samedis aux horaires habituels;Tous publics;T;01 49 74 79 61;http://www.mediatheque.fontenay-sous-bois.fr/;01 49 74 79 60;Collection encyclopédique et multimédia de lecture publique;"Plus de 80 000 documents : BD, mangas, romans, (policiers, science-fiction, etc.), encyclopédies, DVD (d’art, d’histoire, de jeux d’aventures, d’apprentissages), livres.
Pour les enfants : albums, ﬁlms d’animation et dessins animés, livres d’artistes.
 
Livres en gros caractères,  livres à écouter (enregistrés), revues, quotidiens nationaux, CD de musique."
786886201;/06871/0027593;48.758866, 2.049707;consultation sur place,prêt à domicile,réservation de documents,catalogue en ligne,compte utilisateur/lecteur,accueil petite enfance - Heure du conte,autre service;http://www.mediatheques.agglo-sqy.fr/;5, place de la Division Leclerc;Voisins le Bretonneux;78960;;Médiathèque Antoine de Saint-Exupéry;;Bibliothèque médiathèque municipale ou intercommunale;1;"Mardi, vendredi : 14h-18h
Mercredi samedi : 10h-12h30 et 14-18h";;;;Tous publics;T;01.30.60.18.84;http://www.mediatheques.agglo-sqy.fr/;01.30.60.91.04;Collection encyclopédique et multimédia de lecture publique;
786152301;/06871/0029001;48.848119, 1.9394643;consultation sur place,prêt à domicile,reproduction,prêt entre bibliothèques,réservation de documents,renseignements bibliographiques,catalogue en ligne;http://docpatrimoine.agroparistech.fr/spip.php?page=catalog_documentation&id_article=163;Château de Grignon;Thiverval Grignon;78850;Institut des sciences et industries du vivant et de l'environnement;AgroParisTech;;Autres;12;"lundi 13h-18h
mardi et jeudi 9h-19h30
mercredi 9h-18h
vendredi 9h-17h";Août et semaine de Noël;;;Tous publics;T;01.30.81.54.32;http://www.agroparistech.fr;01.30.81.54.13;"Agronomie et agronomie tropicale, environnement, industrie agro-alimentaire, biotechnologies, agriculture, zootechnie. 
La bibliothèque acquiert des documents majoritairement français dans ses domaines de compétences. 
Fonds ancien 18e et 19e siècles (ouvrages et périodiques).
Fonds René Dumont,
Musée du vivant";
751156201;/06871/00210790;48.8500778, 2.2863133;consultation sur place,prêt à domicile,catalogue en ligne,accès internet,compte utilisateur/lecteur,autre service;http://b14-sigbermes.apps.paris.fr/medias/medias.aspx?INSTANCE=EXPLOITATION;36-40 Rue Emeriau;Paris;75015;;Bibliothèque Andrée Chedid;VILLE DE PARIS;Bibliothèque médiathèque municipale ou intercommunale;1;"Mardi de 12h00 à 19h00
Mercredi de 10h00 à 19h00
Jeudi de 12h00 à 19h00
Vendredi de 12h00 à 19h00
Samedi de 10h00 à 18h00";Fermeture dimanche et lundi;;Bâtiment accessible avec aide aux personnes à mobilité réduite;Tous publics;T;01.45.78.06.52;http://equipement.paris.fr/bibliotheque-andree-chedid-beaugrenelle-1734;01.45.77.63.40;"La bibliothèque est labellisée pôle musical pour tout l'ouest parisien, ce qui veut dire
de riches collections en CD, mais aussi des partitions, dans tous les styles
et pour tous les instruments, des méthodes d'apprentissage, de la vidéo musicale,
des ouvrages sur la musique, des revues musicales.
La collection de disques compacts couvre tous les genres musicaux mais est
particulièrement riche en musique classique (10.000 références, dont 1.200 opéras)
avec notamment une attention particulière portée à des compositeurs peu connus, marginaux ou oubliés.

Des animations en lien avec la musique sont régulièrement proposées.
Enfin, sur les postes multimédias, les usagers peuvent avoir accès à l'Extranet de la médiathèque de la Cité de la musique.";"Collections adultes
     livres : 40 700
     BD : 4 000 dont 500 mangas
     livres en langues étrangères : 1 200
     livres en gros caractères : 1 200
     livres sonores : 1 300
     DVD : 8 600
     journaux et revues : 127 dont 8 quotidiens
Pôle musique
     CD : 26 400
     méthodes musicales : 900
     partitions : 4 700
Collections jeunesse
     livres : 24 800
     BD : 3 700 dont 700 mangas
     livres sonores jeunesse : 1 000
     DVD jeunesse : 700
     journaux  et revues jeunesse : 22"
751131014;;48.8339111, 2.3776154;consultation sur place,libre-accès,reproduction,réservation de documents,renseignements bibliographiques,catalogue en ligne,accès bases de données externes,accès internet,accès internet via ordinateur personnel,service « Questions-réponses à distance »,autre service;https://catalogue.bnf.fr/;Quai François Mauriac;Paris;75706;;Bibliothèque nationale de France. Département de l'audiovisuel;FRANCE. MINISTERE DE LA CULTURE;Bibliothèque nationale;13;"du mardi au samedi (9h.-20h.) ; lundi (14h.-20h.)";Fermeture annuelle d'une dizaine de jours, généralement au début du mois de septembre, voir le site http://www.bnf.fr;Accès de droit à partir du master 1 mais également aux lecteurs justifiant d'un objet de recherche d'ordre universitaire, professionnel ou personnel nécessitant le recours aux collections de la bibliothèque de Recherche;Jours de fermeture : le dimanche, 1er janvier, lundi de Pâques, 1er et 8 mai, jeudi de l'Ascension, lundi de la Pentecôte, 14 juillet, 15 août, 1er et 11 novembre, 25 décembre;Accès réservé;R;01.53.79.47.01;http://www.bnf.fr;+33 1 53 79 53 02;"Les collections du département de l’Audiovisuel rassemblent :

des fonds sonores (musiques, documents parlés, bruitages…) 

des fonds vidéo (fictions, documentaires, communication institutionnelle et d’entreprise…) 

des fonds de documents multimédias (pédagogie, formation…) 

des éditions électroniques (logiciels, jeux vidéo, bases de données, périodiques électroniques…) 

des appareils de lecture du son, de l’image et des documents électroniques (collection Charles-Cros) 
des ouvrages et des revues en rapport avec l’audiovisuel (cinéma, médias audiovisuels et musique) et ses supports (travail d’analyse et esthétique des œuvres, artistes, économie et droit de l’audiovisuel, métiers, techniques…) et des discographies et filmographies.";"Monographies (12 000); Périodiques (840); Images animées (90 000); Enregistrements sonores (900 000); Ressources électroniques (2 000); Documents multimedia (60 000); Partitions (3 500)"
751132105;/06871/00211922;48.830299, 2.381411;consultation sur place,prêt à domicile,prêt entre bibliothèques,réservation de documents,renseignements bibliographiques,accès bases de données externes,autre service;;5, rue Thomas Mann;Paris;75205;"[""Bibliothèque des Grands Moulins"", ""BUGM"", ""BGM"", ""Bibliothèque de l'Université Paris Diderot - Paris 7. Site PRG"", ""Bibliothèque de l'Université Paris Diderot - Paris VII. Site PRG""]";Université Paris Diderot - Paris 7;UNIVERSITE PARIS DIDEROT - PARIS 7;Bibliothèque ou institut universitaire;2;Lundi 11h-20h * Mardi au Vendredi 9h-20h * Samedi 11h-19h. Horaires réduits de mi-juin à mi-sept. : consulter le site web;Vacances de Noël : 1 semaine -  Été 2018 : du 21 juillet au 2 septembre;L'inscription est obligatoire. La consultation est gratuite pour tous.;;Tous publics;T;01 57 27 66 11;https://bibliotheque.univ-paris-diderot.fr/contenu/bibliothèque-des-grands-moulins;01 57 27 66 71;;
773796202;/06871/00213029;48.5628677, 3.2968874;consultation sur place,prêt à domicile,catalogue en ligne;http://www.esaupe77.com/index.jsp?element=31;Villa Garnier - Jardin Garnier;Provins;77160;;Fonds ancien et archives de Provins / Patrimoine;;Bibliothèque médiathèque municipale ou intercommunale;1;"Jeudi : 10h00 - 12h00 & 13h30 - 17h30
Vendredi: 10h00 - 12h00 & 13h30 - 17h30
Sur rendez-vous les autres jours de la semaine.";Vacances de Noël (section adultes);;;Tous publics;T;;http://www.bibliotheques-provins.fr/EXPLOITATION/PATRIMOINE/default.aspx;01.64.00.59.60;"Fonds ancien : 25000 volumes dont 400 manuscrits et 11 incunables
Fonds local : 1300 volumes, périodiques régionaux, 300 métres linéaires
d'archives";
930485301;/06871/00211058;48.8662699, 2.4696974;catalogue en ligne,bibliothèque numérique;;31, boulevard Théophile Sueur;Montreuil;93100;;Musée de l'Histoire vivante.  Service Documentation et Archives;"DIRECTION DES MUSEES DE FRANCE ; VILLE DE MONTREUIL ; CONSEIL GENERAL.";Musée;8;Sur rendez-vous pour des recherches documentaires,  du lundi au vendredi de 10h à 17h,  sauf lundi et mardi matin.;Août;;Accès handicapés;Accès réservé;R;01.48.55.16.34;http://www.museehistoirevivante.fr/collections/;01 48 54 32 44 / 01 48 54 36 08;"Le Musée de l'Histoire vivante traite du mouvement social, de la colonisation et de la décolonisation, de la banlieue et du patrimoine industriel de la ville. 

Le Fonds Révolution française comprend 1 600 gravures, le fonds Commune de Paris  7000 documents.  

La bibliothèque de Jaurès provient en grande partie du journal l'Humanité.  

Le Musée possède, pour le fonds Résistance, de nombreux tracts, journaux clandestins, des journaux de prisons, de baraques et de camps d'internement.";"Volumétrie globale : 300 mètres linéaires.

Monographies; Périodiques; Textes manuscrits; Images fixes"
751195202;/06871/0029773;48.8956635, 2.3879427;consultation sur place,prêt à domicile,reproduction,prêt entre bibliothèques,réservation de documents,renseignements bibliographiques,élaboration de bibliographies,catalogue en ligne,accès bases de données externes,bibliothèque numérique,autre service;http://med.cite-sciences.fr;30, avenue Corentin Cariou;Paris;75930;"[""Cité des sciences et de l'industrie"", ""Cité de La Villette (Paris)""]";Etablissement public du Palais de la découverte et de la Cité des sciences et de l'industrie. Bibliothèque des sciences et de l'industrie;FRANCE (MINISTERE DE LA CULTURE);Bibliothèque ou centre de documentation spécialisé;3;Fermée le lundi. Ouverte du mardi au dimanche de 12h à 18h45 (y compris les jours fériés);Fermeture annuelle : 1er mai, 25 décembre, 1er janvier;Tous publics. Pour l'accès au fonds scientifique ancien de la bibliothèque d'histoire des sciences, merci d'appeler le 01 40 05 70 06.;Etablissement accessible aux personnes handicapées visuelles et pour les personnes sourdes.;Tous publics;T;01.40.05.84.00;http://www.cite-sciences.fr/fr/bibliotheque-bsi;01.40.05.76.77;"Diffusion de la culture scientifique et technique auprès d'un large public.
Documentation scientifique pour étudiants et professionnels
Fonds contemporain en histoire, philosophie et sociologie des sciences et des techniques.
Muséologie et didactique des sciences et des techniques.
Fonds de sciences et de techniques";"Monographies : 89 700 titres (120000 exemplaires, 344 ebooks)
Périodiques :  1 600 titres
Films : 2 950 titres
Bases de données : 10 (Electre, Francis, Compass, CDRAP, EMC, etc)
Cédéroms : 835 titres"
751062113;/06871/00212463;48.855872977, 2.33136058168;consultation sur place,prêt à domicile,reproduction,prêt entre bibliothèques,renseignements bibliographiques,catalogue en ligne,accès bases de données externes,autre service,PEB international : photocopies,PEB international : prêt;;45, rue des Saints-Pères;Paris;75006;;Université Paris Descartes - Bibliothèque de Sciences Humaines et Sociales Descartes - CNRS;UNIVERSITE PARIS DESCARTES (PARIS);Bibliothèque ou institut universitaire;2;"Année universitaire : lundi au vendredi : 9h-20h et samedi 10h-18h ; Horaires d'été du 03/07 au 19/09 : lundi à vendredi : 9h-18h.";du 22/12 au 02/01 et du 27/07 au 22/08;aux étudiants de l'Université Paris Descartes à partir du L3, en priorité en sciences humaines et sociales, aux étudiants de l'EHESS, de l'Université Paris Diderot et de l'Université Paris Sorbonne nouvelle à partir du M1 et à tous les étudiants, doctorants, enseignants et chercheurs en SHS quelle que soit l'université d'appartenance à partir du M2;;Accès réservé;R;01.42.86.33.32;http://www.bu.parisdescartes.fr;01.42.86.43.49;"80 000 ouvrages en sciences sociales, sociologie, sciences de l'éducation et linguistique.
600 abonnements en cours, 1 700 titres de périodiques, nombreuses ressources électroniques.

Cette collection est le résultat de la fusion de la Bibliothèque de sciences sociales de la Sorbonne (751052127), de la Bibliothèque de linguistique de la Sorbonne (751052103) et diu fonds des sciences de l'éducation de la bibliothèque pluridisciplinaire des Saints-Pères.";
920486202;/06871/00213870;48.787645, 2.228755;consultation sur place,prêt à domicile,reproduction,prêt entre bibliothèques,réservation de documents,renseignements bibliographiques,élaboration de bibliographies,portage de documents à domicile,catalogue en ligne,accueil petite enfance - Heure du conte,ateliers enfants/adultes,accueil de classes/groupes;http://media.mairie-meudon.fr/medias/medias.aspx?INSTANCE=exploitation&PORTAL_ID=portal_model_instance__horaires.xml&SYNCMENU=HORAIRES;Avenue du Général de Gaulle;Meudon-la-Forêt;92360;;Médiathèque municipale;VILLE DE MEUDON;Bibliothèque médiathèque municipale ou intercommunale;1;"Mardi, jeudi, vendredi 15h-19h
Mercredi 14h-18h
Samedi 10h-13h 14h-18h
dimanche 14h-18h (en alternance sur les deux sites, d'octobre à mai)";lundi;;;Tous publics;T;;http://media.mairie-meudon.fr/medias/medias.aspx?INSTANCE=exploitation&PORTAL_ID=portal_model_instance__horaires.xml&SYNCMENU=HORAIRES;01 41 28 19 60;Collection encyclopédique et multimédia de lecture publique;
751075307;/06871/00212763;48.847783, 2.314084;consultation sur place,prêt à domicile,reproduction,catalogue en ligne,bibliothèque numérique;http://www.avh.asso.fr/index.php?module=4&nameRub=catalogue_braille&opt=0;5, rue Duroc;Paris;75343;;Association Valentin Haüy.  Bibliothèques;;Bibliothèque associative;5;"Bibliothèque Valentin Haüy: tous les jours sur rendez-vous en appelant au 01.44.49.27.27, poste 22.30 ou 22.36

Bibliothèques Braille Littéraire, Braille musicale, Livre Parlé : lundi 13h45-16h45 et mardi, mercredi, jeudi, vendredi 9h-12h30 et 13h45-16h45
Bibliothèque Valentin Haüy: tous les jours sur rendez-vous en appelant au 01.44.49.27.27, poste 22.30 ou 22.36";;;;;;01.44.49.27.10;http://www.avh.asso.fr/index.php?module=4;01.44.49.27.27Serveur vocal : 01.44.49.27.49;"La Bibliothèque Valentin Haüy, est riche de milliers de livres 'en noir'. Cette bibliothèque s'adresse à tous ceux qui s'intéressent à l'histoire de la cécité et de la malvoyance. 
Elle possède un ensemble unique de plusieurs milliers de livres, revues françaises et étrangères et documents divers, dont certains très anciens, ayant tous trait à la cécité et aux déficients visuels. On y trouve de la littérature pure (romans, biographies, essais, poésie, théâtre) écrite par des aveugles, des livres sur les aveugles écrits par des voyants, des ouvrages traitant entre autres de psychologie, d'éducation, de vie quotidienne, d'art, de religion, d'histoire, de médecine, de questions sociales, du handicap en général. Elle possède également des manuscrits, des gravures et une intéressante collection de plaques photographiques anciennes.

La Bibliothèque Braille, avec ses 27.000 titres, est la plus importante au monde dans ce domaine.

La Bibliothèque Livre Parlé sur cassettes audio (et bientôt sur support numérique) (plus de 7.000 titres) concerne toute personne non ou malvoyante ne connaissant pas le braille ou ne le maîtrisant pas suffisamment.

La Bibliothèque Musicale propose plus de 1300 partitions transcrites en braille à l'intention des musiciens aveugles.

Enfin, la Bibliothèque en Gros Caractères s'adresse à toute personne dont la vision permet encore d'accéder à la lecture de l'imprimé, avec ou sans correction optique.";"Volumétrie globale : 35000 notices
Monographies; Cassette audio; Partitions"
940416201;/06871/0027163;48.8120669, 2.3851125;consultation sur place,prêt à domicile,reproduction,réservation de documents,élaboration de bibliographies,catalogue en ligne;http://195.6.89.101/opacwebaloes/index.aspx?IdPage=76;152, avenue Danielle Casanova;Ivry sur Seine;94205;;Bibliothèque-Médiathèque municipale;;Bibliothèque médiathèque municipale ou intercommunale;1;"Lundi 14h-17h
Mardi 14h-20h
Mercredi 10h-18h
Vendredi 12h-18h
Samedi 10h-17h";;;;Tous publics;T;01.45.15.07.55;http://mediatheque.ivry94.fr/;01.45.15.07.51;"Collection encyclopédique et multimédia de lecture publique

Fonds pour personnes aveugles et mal voyantes : 800 livres en gros caractères.";"Livres, revues, films (vhs et dvd), cd-rom, cd, partitions, méthodes de langues.
  
- 19 000 CD audio 
- 1100 partitions 
- 1000 cédéroms 
- 3500 films 
- 1000 textes lus (CD ou cassettes) 
- 100 000 livres 
- 360 méthodes de langues
- 260 abonnements à des revues"
