etablissement_id_paysage;uo_lib;nom_court;sigle;type_d_etablissement;typologie_d_universites_et_assimiles;secteur_d_etablissement;vague_contractuelle;localisation;url;coordonnees;uai;anciens_codes_uai;siret;siren;rna;identifiant_wikidata;element_wikidata;identifiant_idref;identifiant_eter;identifiant_ror;element_ror;identifiant_pic;identifiant_orgref;identifiant_isni;element_isni;element_fundref;date_creation;texte_de_ref_creation_lib;texte_de_ref_creation;com_code;com_nom;uucr_id;uucr_nom;dep_id;dep_nom;aca_id;aca_nom;reg_id;reg_nom;reg_id_old;reg_nom_old;mention_distribution;adresse_uai;lieu_dit_uai;boite_postale_uai;code_postal_uai;localite_acheminement_uai;pays_etranger_acheminement;numero_telephone_uai;statut_juridique_court;statut_juridique_long;compte_facebook;compte_twitter;compte_instagram;compte_flickr;compte_pinterest;flux_rss;compte_linkedin;compte_france_culture;compte_scribd;compte_scoopit;compte_tumblr;compte_youtube;compte_vimeo;compte_dailymotion;compte_github;wikipedia;wikipedia_en;scanr;hal;mooc;article;uo_lib_officiel;uo_lib_en;url_en;url_cn;url_es;url_de;url_it;universites_fusionnees;etablissement_experimental;champ_recherche;inscrits;inscrits_2010;inscrits_2011;inscrits_2012;inscrits_2013;inscrits_2014;inscrits_2015;inscrits_2016;inscrits_2017;inscrits_2018;inscrits_2019;inscrits_2020;inscrits_2021;inscrits_2022
ab5z5;Institut national des sciences appliquées de Strasbourg;INSA de Strasbourg;INSA Strasbourg;École;;public;Vague C;Grand Est>Strasbourg>Bas-Rhin>Strasbourg;https://www.insa-strasbourg.fr/fr/;48.582266,7.764893;0670190T;0670190T;19672767100014;196727671;;Q521036;https://www.wikidata.org/entity/Q521036;076359735;FR0148;001nta019;https://ror.org/001nta019;;;0000 0004 0640 5519;http://www.isni.org/0000 0004 0640 5519;;2003-03-05;;;67482;Strasbourg;UU67701;Strasbourg;D067;Bas-Rhin;A15;Strasbourg;R44;Grand Est;R42;Alsace;;24 boulevard de la Victoire;;;67084;Strasbourg CEDEX;France;+33388144700;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;https://www.facebook.com/pages/Insa-de-Strasbourg/132470930161050;https://twitter.com/Insa_Strasbourg;;;;;;;;;;https://www.youtube.com/user/Insa2Strasbourg/feed;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/196727671;;;à l';Institut national des sciences appliquées de Strasbourg;National Institute for Applied Sciences of Strasbourg;https://www.insa-strasbourg.fr/en/;;;https://www.insa-strasbourg.fr/de/;;;;"Institut national des sciences appliquées de Strasbourg;INSA de Strasbourg;National Institute for Applied Sciences of Strasbourg;INSA Strasbourg";https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-statistiques-sur-les-effectifs-d-etudiants-inscrits-par-etablissement-hcp/table/?sort=-annee_universitaire&refine.etablissement_id_paysage=ab5z5;1615;1670;1663;1702;1786;1930;1954;2015;1977.0;1997.0;2018.0;2059.0;2007.0
IXHyv;Université d'Angers;;UA;Université;Université pluridisciplinaire avec santé;public;Vague B;Pays de la Loire>Nantes>Maine-et-Loire>Angers;https://www.univ-angers.fr/fr/index.html;47.47687,-0.549657;0490970N;;19490970100303;194909701;;Q1538727;https://www.wikidata.org/entity/Q1538727;026402920;FR0099;04yrqp957;https://ror.org/04yrqp957;999811011;3911142;0000 0001 2248 3363;http://www.isni.org/0000 0001 2248 3363;501100008280;1972-01-01;Décret n° 71-871 du 25 octobre 1971 portant création de l'université d'Angers;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000336401;49007;Angers;UU49701;Angers;D049;Maine-et-Loire;A17;Nantes;R52;Pays de la Loire;R52;Pays de la Loire;;40 rue de Rennes;;BP 73532;49035;Angers CEDEX 1;France;+33241962323;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;https://www.facebook.com/univangers;https://twitter.com/UnivAngers;https://www.instagram.com/univangers/;https://www.flickr.com/photos/universiteangers/;;;https://www.linkedin.com/school/univangers/;;;;;https://www.youtube.com/user/UniversiteDAngers;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/194909701;https://hal.univ-angers.fr;;à l';;University of Angers;https://www.univ-angers.fr/en/index.html;;;;;;;"Université d'Angers;University of Angers;UA";https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-statistiques-sur-les-effectifs-d-etudiants-inscrits-par-etablissement-hcp/table/?sort=-annee_universitaire&refine.etablissement_id_paysage=IXHyv;18883;19053;19526;21131;21217;21590;22022;22234;23029.0;24213.0;25255.0;25206.0;24408.0
6G2TU;Université Paris 1 - Panthéon Sorbonne;Paris 1;;Université;Université tertiaire - droit et économie;public;Vague D;Île-de-France>Paris>Paris 5e;https://www.pantheonsorbonne.fr/;48.8468,2.34488;0751717J;;19751717000019;197517170;;Q999763;https://www.wikidata.org/entity/Q999763;027361802;FR0174;002t25c44;https://ror.org/002t25c44;999859123;2846518;0000 0001 2173 743X;http://www.isni.org/0000 0001 2173 743X;;1971-01-01;Décret du 23 décembre 1970 portant érection d'universités et instituts nationaux polytechniques en établissements publics à caractère scientifique et culturel;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000850542/;75105;Paris 5e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;12 place du Panthéon;;;75231;Paris CEDEX 05;France;+33144078000;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;https://www.facebook.com/UnivParis1PantheonSorbonne;https://twitter.com/SorbonneParis1;https://www.instagram.com/paris1pantheonsorbonne/;;;;https://www.linkedin.com/school/sorbonneparis1/;;;;;https://www.youtube.com/user/UnivParis1;;;https://github.com/UnivParis1;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/197517170;https://hal-paris1.archives-ouvertes.fr/;https://www.fun-mooc.fr/universities/Paris1/;à l';Université Paris-I;Pantheon-Sorbonne University;;;;;;;;"Université Paris-I;Université Paris 1 - Panthéon Sorbonne;Paris 1;Pantheon-Sorbonne University";https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-statistiques-sur-les-effectifs-d-etudiants-inscrits-par-etablissement-hcp/table/?sort=-annee_universitaire&refine.etablissement_id_paysage=6G2TU;35593;36504;36128;36934;36130;35758;35688;36768;38283.0;38515.0;39858.0;40413.0;39285.0
6Th4v;Institut Mines-Télécom, au périmètre des écoles IMT Atlantique, Lille Douai, Albi, Alès, Mines Saint-Étienne et Institut Mines-Télécom Business school;;IMT;Grand établissement;;public;Vague D;Île-de-France>Versailles>Essonne>Paris>Palaiseau;https://www.imt.fr/;48.7132,2.19972;"0912424R;0755661W";;"18009202500089;18009202500154";180092025;;Q7885718;https://www.wikidata.org/entity/Q7885718;192427156;;025vp2923;https://ror.org/025vp2923;999849326;9167363;0000 0001 2202 567X;http://www.isni.org/0000 0001 2202 567X;;2012-03-01;Décret n° 2012-279 du 28 février 2012 relatif à l'Institut Mines-Télécom;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000025414042/;91477;Palaiseau;UU00851;Paris;D091;Essonne;A25;Versailles;R11;Île-de-France;R11;Île-de-France;;19 place Marguerite Perey;;;91120;Palaiseau;France;+33175314000;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;https://www.facebook.com/imt.france;https://twitter.com/IMTFrance;https://www.instagram.com/imt.france/;;;http://www.mines-telecom.fr/feed/;https://www.linkedin.com/company/imt-france/;;;;;https://www.youtube.com/c/IMTfrance;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/180092025;https://hal-imt.archives-ouvertes.fr/;https://www.fun-mooc.fr/universities/IMT/;à l';;;https://www.imt.fr/en/;;https://www.imt.fr/es/;;;;;"Institut Mines-Télécom;IMT";;;;;;;;;;;;;;
bgFFu;École du Louvre;EDL;;École;;public;;Île-de-France>Paris>Paris 1er;https://www.ecoledulouvre.fr/fr;48.86091,2.33094;0753489K;;19754687200015;197546872;;Q273534;https://www.wikidata.org/entity/Q273534;028219317;FR0198;01ada5854;https://ror.org/01ada5854;;9794957;0000 0001 2188 0746;http://www.isni.org/0000 0001 2188 0746;;1882;;;75101;Paris 1er;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;Palais du Louvre - Porte Jaujard;Place du Carrousel;;;75038;Paris CEDEX 01;France;+33155351800;EPA;Établissement public national à caractère administratif;https://www.facebook.com/EcoleduLouvre/;https://twitter.com/EcoleduLouvre;https://www.instagram.com/ecoledulouvre/;;https://www.pinterest.fr/ecoledulouvre/;;https://www.linkedin.com/school/ecole-du-louvre-paris/;;;;;https://www.youtube.com/user/EcoleduLouvre;;;;;;;;;à l';;;https://www.ecoledulouvre.fr/en;;;;;;;"École du Louvre;EDL";;;;;;;;;;;;;;
Rnid8;École nationale supérieure des arts décoratifs;ÉnsAD-Paris;;École;;public;;Île-de-France>Paris>Paris 5e;https://www.ensad.fr/fr;48.84278,2.34466;0753470P;;19753470400014;197534704;;Q1135990;https://www.wikidata.org/entity/Q1135990;026375214;FR0192;05xsxn838;https://ror.org/05xsxn838;;;0000 0001 2153 8094;http://www.isni.org/0000 0001 2153 8094;;;;;75105;Paris 5e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;31 RUE D ULM;;;75240;PARIS CEDEX 05;France;;Autre établissement public national d'enseignement;Autre établissement public national d'enseignement;https://www.facebook.com/Ensad75;https://twitter.com/Ecole_ArtsDeco;https://www.instagram.com/ensadparis/;;;;;;;;;;https://vimeo.com/ensad;;;;;;;;à l';;;https://www.ensad.fr/en;;;;;;;"École nationale supérieure des arts décoratifs;ÉnsAD-Paris";;;;;;;;;;;;;;
WjVHD;École nationale supérieure d'informatique pour l'industrie et l'entreprise;;ENSIIE;École;;public;Vague E;Île-de-France>Versailles>Essonne>Paris>Évry-Courcouronnes;https://www.ensiie.fr/;48.6262,2.43202;0912266U;;13000214000015;130002140;;Q3578204;https://www.wikidata.org/entity/Q3578204;;FR0251;00tx98v53;https://ror.org/00tx98v53;;1523920;0000 0004 0641 3447;http://www.isni.org/0000 0004 0641 3447;;2006-08-01;Décret n° 2006-805 du 5 juillet 2006 portant création d'une Ecole nationale supérieure d'informatique pour l'industrie et l'entreprise;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000788862/;91228;Évry-Courcouronnes;UU00851;Paris;D091;Essonne;A25;Versailles;R11;Île-de-France;R11;Île-de-France;;1 square de la résistance;;;91025;Évry-Courcouronnes Cedex;France;+33169367350;EPA;Établissement public national à caractère administratif;https://www.facebook.com/ENSIIE.91.68;https://twitter.com/ensiie;;;;;;;;;;;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/130002140;;;à l';École nationale supérieure d'informatique pour l'industrie et l'entreprise;;;;;;;;;"École nationale supérieure d'informatique pour l'industrie et l'entreprise;ENSIIE";https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-statistiques-sur-les-effectifs-d-etudiants-inscrits-par-etablissement-hcp/table/?sort=-annee_universitaire&refine.etablissement_id_paysage=WjVHD;411;394;451;492;567;596;617;565;541.0;522.0;534.0;517.0;516.0
FIi41;École supérieure d'art et design Le Havre-Rouen;ESADHaR;;École;;public;;Normandie>Seine-Maritime>Rouen;https://esadhar.fr/;49.44816,1.13727;0762687H;;20002764700037;200027647;;Q21427194;https://www.wikidata.org/entity/Q21427194;161841821;;04r66gb92;https://ror.org/04r66gb92;;;;;;;;;76540;Rouen;UU00755;Rouen;D076;Seine-Maritime;A70;Normandie;R28;Normandie;R23;Haute-Normandie;;2  RUE GIUSEPPE VERDI;;;76000;ROUEN;France;;EPLC;Établissement public local culturel;;;;;;;;;;;;;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/200027647;;;à l';;;;;;;;;;"École supérieure d'art et design Le Havre-Rouen;ESADHaR";;;;;;;;;;;;;;
4C5vX;École supérieure d'informatique électronique automatique;;ESIEA;École;;privé;Vague D;Île-de-France>Paris>Paris 5e;https://www.esiea.fr/;48.83788,2.352616;0753560M;;31134913800017;311349138;;Q3578402;https://www.wikidata.org/entity/Q3578402;026445026;FR0206;00g6cx256;https://ror.org/00g6cx256;;40724236;0000 0001 0426 0668;http://www.isni.org/0000 0001 0426 0668;;1958;;;75105;Paris 5e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;9 rue Vésale;;;75005;Paris;France;+33155432323;Association loi de 1901;Association loi de 1901;https://www.facebook.com/esiea;https://twitter.com/GroupeESIEA;https://www.instagram.com/esiea_groupe/;https://www.flickr.com/photos/96365608@N06/;;;https://www.linkedin.com/company/esiea/;;;;;https://www.youtube.com/user/ingenieuresiea;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/311349138;;;à l';;;;;;;;;;"École supérieure d'informatique électronique automatique;ESIEA";;;;;;;;;;;;;;
3SqE2;Institut catholique de Rennes;;ICR;École;;privé;;Bretagne>Rennes>Ille-et-Vilaine>Rennes>Bruz;https://www.icrennes.org/;48.04855,-1.74461;0352349N;;42443712700014;424437127;;Q3151862;https://www.wikidata.org/entity/Q3151862;136900887;FR0065;05n62pb30;https://ror.org/05n62pb30;;21344184;;;;1989;;;35047;Bruz;UU35701;Rennes;D035;Ille-et-Vilaine;A14;Rennes;R53;Bretagne;R53;Bretagne;;RUE BLAISE PASCAL;CAMPUS DE KER LANN;;35170;BRUZ;France;+33299058475;Association loi de 1901;Association loi de 1901;https://www.facebook.com/icrennes;;;;;;;;;;;;;;;;;;;;à l';;Catholic University of Rennes;;;;;;;;"Institut catholique de Rennes;Catholic University of Rennes;ICR";;;;;;;;;;;;;;
kYR50;Institut polytechnique de Paris;IP Paris;IPP;École;;public;;Île-de-France>Versailles>Essonne>Paris>Palaiseau;https://www.ip-paris.fr/;48.71317,2.21022;0912403T;;13002562000019;130025620;;Q48759778;https://www.wikidata.org/entity/Q48759778;238327159;;042tfbd02;https://ror.org/042tfbd02;898809082;;;;;2019-06-03;Décret n° 2019-549 du 31 mai 2019 portant création de l'établissement public expérimental Institut polytechnique de Paris et approbation de ses statuts;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000038535183/;91477;Palaiseau;UU00851;Paris;D091;Essonne;A25;Versailles;R11;Île-de-France;R11;Île-de-France;;Route de Saclay;;;91128;Palaiseau CEDEX;France;+33169333333;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;https://www.facebook.com/InstitutPolytechniquedeParis;https://twitter.com/IP__Paris;;https://www.flickr.com/photos/195993916@N03/albums;;;https://www.linkedin.com/company/institut-polytechnique-de-paris/;;;;;https://www.youtube.com/channel/UCaxra_1kClW70KStY8O8jmg;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/130025620;https://hal.ip-paris.fr/;;à l';Institut polytechnique de Paris;Polytechnic Institute of Paris;https://www.ip-paris.fr/en;;;;;;Oui;"Institut polytechnique de Paris;IP Paris;Polytechnic Institute of Paris;IPP";;;;;;;;;;;;;;
97b8l;Institut supérieur du commerce de Paris;ISC Paris Business School;;École;;privé;;Île-de-France>Paris>Paris 17e;https://www.iscparis.com/;48.892604,2.301231;0750252S;;78471351300025;784713513;W751018913;Q1665124;https://www.wikidata.org/entity/Q1665124;028263952;;000rf5t55;https://ror.org/000rf5t55;;;0000 0004 0640 5607;http://www.isni.org/0000 0004 0640 5607;;1963;;;75117;Paris 17e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;22 boulevard du Fort de Vaux;;;75848;Paris CEDEX 17;France;+33140539999;Association loi de 1901;Association loi de 1901;https://www.facebook.com/ISCParisSchool;https://twitter.com/iscparisschool;https://www.instagram.com/iscparis/;;;http://www.iscparis.com/feed/;https://www.linkedin.com/school/isc-paris/;;;;;https://www.youtube.com/channel/UC5VTFcd1F_ImymdW9OR5kSA;;;;;;;;;à l';;ISC Paris;https://www.iscparis.com/en/;;;;;;;"Institut supérieur du commerce de Paris;ISC Paris Business School;ISC Paris";;;;;;;;;;;;;;
90I54;Université de Bordeaux;UBx;;Université;Université pluridisciplinaire avec santé;public;Vague B;Nouvelle-Aquitaine>Bordeaux>Gironde>Bordeaux>Talence;https://www.u-bordeaux.fr/;44.809966,-0.596578;0333298F;"0332929E;0331764N;0331765P";13001835100010;130018351;;Q13344;https://www.wikidata.org/entity/Q13344;175206562;FR0288;057qpr032;https://ror.org/057qpr032;949735440;;0000 0001 2106 639X;http://www.isni.org/0000 0001 2106 639X;;2014-01-01;Décret n° 2013-805 du 3 septembre 2013 portant création de l'Université de Bordeaux;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000027927174/;33522;Talence;UU33701;Bordeaux;D033;Gironde;A04;Bordeaux;R75;Nouvelle-Aquitaine;R72;Aquitaine;;351 cours de la Libération;;;33405;Talence CEDEX;France;+33540006000;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;https://www.facebook.com/univbordeaux;https://twitter.com/univbordeaux;https://www.instagram.com/universitedebordeaux/;;;;https://www.linkedin.com/school/universite-de-bordeaux/;;;;;https://www.youtube.com/user/ubordeaux;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/130018351;;https://www.fun-mooc.fr/universities/universite-de-bordeaux/;à l';Université de Bordeaux;University of Bordeaux;https://u-bordeaux.com/;;;;;Oui;;"Université de Bordeaux;UBx;University of Bordeaux";https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-statistiques-sur-les-effectifs-d-etudiants-inscrits-par-etablissement-hcp/table/?sort=-annee_universitaire&refine.etablissement_id_paysage=90I54;;;;46145;46553;48265;48892;49129;49286.0;48598.0;46799.0;46833.0;45065.0
HCBvW;Université d'Orléans;;;Université;Université pluridisciplinaire avec santé;public;Vague C;Centre-Val de Loire>Orléans-Tours>Loiret>Orléans;https://www.univ-orleans.fr/fr;47.85065,1.93397;0450855K;;19450855200016;194508552;;Q13334;https://www.wikidata.org/entity/Q13334;026402971;FR0092;014zrew76;https://ror.org/014zrew76;999848550;6605415;0000 0001 0217 6921;http://www.isni.org/0000 0001 0217 6921;;1971-01-01;Décret n° 70-1174 du 17 décembre 1970 portant érection en établissements publics à caractère scientifique et culturel d'universités et centres universitaires;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000511402/;45234;Orléans;UU45701;Orléans;D045;Loiret;A18;Orléans-Tours;R24;Centre-Val de Loire;R24;Centre-Val de Loire;Château de la Source;Avenue du Parc Floral;;BP 6749;45067;Orléans CEDEX 2;France;+33238417171;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;https://www.facebook.com/univorleans/;https://twitter.com/Univ_Orleans;https://www.instagram.com/univ_orleans/;;;;https://www.linkedin.com/school/universite-orleans/;;;;;https://www.youtube.com/user/univorleans;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/194508552;https://hal-univ-orleans.archives-ouvertes.fr/;;à l';;University of Orléans;https://www.univ-orleans.fr/en;;https://www.univ-orleans.fr/es;;;;;"Université d'Orléans;University of Orléans";https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-statistiques-sur-les-effectifs-d-etudiants-inscrits-par-etablissement-hcp/table/?sort=-annee_universitaire&refine.etablissement_id_paysage=HCBvW;14080;14429;13877;14768;15824;16931;17638;17922;18536.0;18592.0;19665.0;19377.0;17911.0
HqAYu;Université Toulouse - Jean Jaurès;;UT2J;Université;Université tertiaire - lettres et sciences Humaines;public;Vague A;Occitanie>Toulouse>Haute-Garonne>Toulouse;https://www.univ-tlse2.fr/;43.57954,1.40235;0311383K;;19311383400017;193113834;;Q1933558;https://www.wikidata.org/entity/Q1933558;026403994;FR0039;04ezk3x31;https://ror.org/04ezk3x31;999501096;9915233;0000 0004 0486 042X;http://www.isni.org/0000 0004 0486 042X;;1971-01-01;Décret du 23 décembre 1970 portant érection d'universités et instituts nationaux polytechniques en établissements publics à caractère scientifique et culturel;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000850542/;31555;Toulouse;UU00758;Toulouse;D031;Haute-Garonne;A16;Toulouse;R76;Occitanie;R73;Midi-Pyrénées;;5 allées Antonio Machado;;;31058;Toulouse CEDEX 9;France;+33561504250;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;https://www.facebook.com/pages/Universit%C3%A9-Toulouse-Jean-Jaur%C3%A8s/256170874775;https://twitter.com/UTJeanJaures;;;;http://www.univ-tlse2.fr/rss;https://www.linkedin.com/company/université-toulouse---jean-jaurès/;;;;;;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/193113834;https://hal-univ-tlse2.archives-ouvertes.fr/;;à l';Université Toulouse-II;University of Toulouse-Jean Jaurès;https://international.univ-tlse2.fr/home;;https://international.univ-tlse2.fr/incio;;;;;"Université Toulouse-II;Université de Toulouse II – Le Mirail;Université Toulouse - Jean Jaurès;University of Toulouse-Jean Jaurès;UT2;UT2J";https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-statistiques-sur-les-effectifs-d-etudiants-inscrits-par-etablissement-hcp/table/?sort=-annee_universitaire&refine.etablissement_id_paysage=HqAYu;21528;21879;22564;24684;26424;26904;29397;30252;29768.0;30337.0;31142.0;31030.0;29672.0
6a498;Casa de Velázquez de Madrid;;CVZ;Autre établissement;;public;;Étranger>Madrid;https://www.casadevelazquez.org/;40.44138,-3.73045;1340004B;;18004412500011;180044125;;Q2470271;https://www.wikidata.org/entity/Q2470271;026363933;;03w36pm25;https://ror.org/03w36pm25;998384626;;0000 0001 2151 3364;http://www.isni.org/0000 0001 2151 3364;;1929;;;99134;Madrid;ESP99134;Madrid;D999;Étranger;A00;Étranger;R99;Étranger;R99;Étranger;Ciudad universitaria;C/ de Paul Guinard, 3;;;28040;Madrid;Espagne;;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;https://www.facebook.com/casadevelazquez;https://twitter.com/casadevelazquez;;;;http://www.casadevelazquez.org/accueil/flux-rss/;;;;;;https://www.youtube.com/user/casadevelazquez;https://vimeo.com/casadevelazquez;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/180044125;;;à la;;;https://www.casadevelazquez.org/en/;;https://www.casadevelazquez.org/es/;;;;;"Casa de Velázquez de Madrid;CVZ";;;;;;;;;;;;;;
ZgGP9;École nationale supérieure d'architecture de Strasbourg;ENSAS;ENSAS;École;;public;;Grand Est>Strasbourg>Bas-Rhin>Strasbourg;https://www.strasbourg.archi.fr/;48.58582,7.73711;0670186N;;19670186600010;196701866;;Q3578190;https://www.wikidata.org/entity/Q3578190;026374765;FR0145;02btqjz37;https://ror.org/02btqjz37;;;0000 0004 0411 0039;http://www.isni.org/0000 0004 0411 0039;;1922;;;67482;Strasbourg;UU67701;Strasbourg;D067;Bas-Rhin;A15;Strasbourg;R44;Grand Est;R42;Alsace;;6-8 boulevard du Président Wilson;;BP 10037;67068;STRASBOURG CEDEX;France;;Autre établissement public national d'enseignement;Autre établissement public national d'enseignement;https://www.facebook.com/EnsaStrasbourg;;;;;;;;;;;https://www.youtube.com/c/EnsaStrasbourg_live;;;;;;;;;à l';École nationale supérieure d'architecture de Strasbourg;;;;;;;;;"École nationale supérieure d'architecture de Strasbourg;ENSAS";;;;;;;;;;;;;;
dQaK0;Sciences Po Toulouse;IEP de Toulouse;IEP Toulouse;Autre établissement;;public;Vague A;Occitanie>Toulouse>Haute-Garonne>Toulouse;https://www.sciencespo-toulouse.fr/;43.605603,1.431672;0310133B;;"19311386700025;19311386700017";193113867;;Q1664755;https://www.wikidata.org/entity/Q1664755;026386321;;022scmy89;https://ror.org/022scmy89;;1849006;0000 0001 2242 5542;http://www.isni.org/0000 0001 2242 5542;;1948-05-04;;;31555;Toulouse;UU00758;Toulouse;D031;Haute-Garonne;A16;Toulouse;R76;Occitanie;R73;Midi-Pyrénées;;21 allée de Brienne;;;31000;Toulouse;France;;EPA;Établissement public national à caractère administratif;;https://twitter.com/SciencesPo_Tlse;;;;;;;;;;;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/193113867;;;à;Institut d'études politiques de Toulouse;;https://www.sciencespo-toulouse.fr/en;;;;;;;"Institut d'études politiques de Toulouse;Sciences Po Toulouse;IEP de Toulouse;IEP Toulouse";https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-statistiques-sur-les-effectifs-d-etudiants-inscrits-par-etablissement-hcp/table/?sort=-annee_universitaire&refine.etablissement_id_paysage=dQaK0;1587;1592;1542;1543;1447;1477;1428;1444;1406.0;1453.0;1474.0;1591.0;1635.0
f2wCi;Institut polytechnique des sciences avancées;IPSA;;École;;privé;Vague E;Île-de-France>Créteil>Val-de-Marne>Paris>Ivry-sur-Seine;https://www.ipsa.fr/;48.814007,2.393909;0942144V;;"89812490400019;43369563200029";"898124904;433695632";;Q183213;https://www.wikidata.org/entity/Q183213;;;050r7zc91;https://ror.org/050r7zc91;;;;;;1963-09-01;;;94041;Ivry-sur-Seine;UU00851;Paris;D094;Val-de-Marne;A24;Créteil;R11;Île-de-France;R11;Île-de-France;;15 rue MAURICE GRANDCOING;;;94200;IVRY SUR SEINE;France;+33184071515;SAS, société par actions simplifiée;SAS, société par actions simplifiée;https://www.facebook.com/ecole.ipsa/;https://twitter.com/IPSA;https://www.instagram.com/ipsa.aero/;;;;https://www.linkedin.com/school/ipsa-%C3%A9cole-d'ing%C3%A9nieurs-de-l'air-et-de-l'espace/;;;;;https://www.youtube.com/user/ipsaOfficiel;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/433695632;;;à l';;;https://www.ipsa.fr/en/;;;;;;;"Institut polytechnique des sciences avancées;IPSA";;;;;;;;;;;;;;
5tVy4;Université Bretagne Sud;;UBS;Université;Université pluridisciplinaire hors santé;public;Vague B;Bretagne>Rennes>Morbihan>Lorient;https://www.univ-ubs.fr/fr/index.html;47.74618,-3.39072;0561718N;;19561718800600;195617188;;Q1125958;https://www.wikidata.org/entity/Q1125958;05017746X;FR0108;04ed7fw48;https://ror.org/04ed7fw48;999862227;13954905;0000 0001 2168 0285;http://www.isni.org/0000 0001 2168 0285;;1995-02-07;Décret no 95-130 du 7 février 1995 portant création et organisation provisoire de l'université de Bretagne-Sud;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000715266/;56121;Lorient;UU56601;Lorient;D056;Morbihan;A14;Rennes;R53;Bretagne;R53;Bretagne;;27 rue Armand Guillemot;;BP 92116;56321;Lorient CEDEX;France;+33297876666;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;https://www.facebook.com/univUBS/;https://twitter.com/ubs_universite;https://www.instagram.com/ubs_universite/;;;;;;;;;https://www.youtube.com/channel/UCmHx-RTNSTLsZapKcW-viWg;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/195617188;https://hal-univ-ubs.archives-ouvertes.fr/;;à l';Université Bretagne-Sud;South Brittany University;https://www.univ-ubs.fr/en/index.html;;;;;;;"Université Bretagne-Sud;Université Bretagne Sud;South Brittany University;UBS";https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-statistiques-sur-les-effectifs-d-etudiants-inscrits-par-etablissement-hcp/table/?sort=-annee_universitaire&refine.etablissement_id_paysage=5tVy4;8377;8333;8384;8564;8127;8547;8108;8135;8912.0;9311.0;9920.0;9923.0;9549.0
